鉄道事業者名,鉄道駅の名称,路線名,単位,都道府県,市,町村,段差への対応,プラットホームの数,段差が解消されているプラットホームの数,エレベーターの設置基数,単位,移動等円滑化基準に適合しているエレベーターの設置基数,単位,エスカレーターの設置基数,単位,移動等円滑化基準に適合しているエスカレーターの設置基数,単位,その他の昇降機の設置基数,単位,傾斜路の設置箇所数,単位,移動等円滑化基準に適合している傾斜路の設置箇所数,単位,視覚障害者誘導用ブロックの設置の有無,案内設備の設置の有無,障害者対応型便所の設置の有無,障害者対応型改札口の設置の有無,障害者対応型券売機の設置の有無,車いす使用者の円滑な乗降が可能なプラットホームの数,転落防止のための設備の設置の有無,緯度,経度,場所情報コード
JR東日本,日野,中央本,線,東京都,日野市,-,○,1,1,1,基,1,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.67855,139.39343,00001B000000000309CCA5A64919FFC0
JR東日本,豊田,中央本,線,東京都,日野市,-,○,2,2,3,基,3,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.65945,139.38145,00001B000000000309CB4E2648427FC0
JR東日本,八王子,中央本・横浜,線,東京都,八王子市,-,○,3,3,3,基,3,基,6,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.6555,139.33882,00001B000000000309CB07264542FFC0
JR東日本,西八王子,中央本,線,東京都,八王子市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.65628,139.31201,00001B000000000309CB152643607FC0
JR東日本,高尾,中央本,線,東京都,八王子市,-,○,2,2,-,基,-,基,4,基,2,基,-,基,-,箇所,-,箇所,○,-,×,○,○,-,○,35.64238,139.28264,00001B000000000309CA1AA6414FFFC0
JR東日本,相模湖,中央本,線,神奈川県,相模原市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.61731,139.18853,00001B000000000309C857A63AB1FFC0
JR東日本,藤野,中央本,線,神奈川県,相模原市,-,○,1,1,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.61599,139.15133,00001B000000000309C83FA63813FFC0
JR東日本,上野原,中央本,線,山梨県,上野原市,-,○,1,1,1,基,1,基,1,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.61845,139.11541,00001B000000000309C86C26358D7FC0
JR東日本,四方津,中央本,線,山梨県,上野原市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,-,○,35.61414,139.07366,00001B000000000309C81EA6329DFFC0
JR東日本,大月,中央本,線,山梨県,大月市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.61325,138.94257,00001B000000000309C80EA629667FC0
JR東日本,塩山,中央本,線,山梨県,甲州市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,-,○,○,-,○,35.70537,138.73476,00001B000000000309CE88A61AC9FFC0
JR東日本,山梨市,中央本,線,山梨県,山梨市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.68499,138.68297,00001B000000000309CD19A617257FC0
JR東日本,石和温泉,中央本,線,山梨県,笛吹市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.65753,138.63449,00001B000000000309CB2BA613BCFFC0
JR東日本,酒折,中央本,線,山梨県,甲府市,-,-,1,1,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,-,○,35.65963,138.59934,00001B000000000309CB512611447FC0
JR東日本,甲府,中央本,線,山梨県,甲府市,-,○,2,2,2,基,2,基,4,基,1,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.66712,138.56876,00001B000000000309CBD8260F1DFFC0
JR東日本,竜王,中央本,線,山梨県,甲斐市,-,○,2,2,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.66868,138.51935,00001B000000000309CBF4260BA47FC0
JR東日本,韮崎,中央本,線,山梨県,韮崎市,-,○,1,1,1,基,1,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.70961,138.45145,00001B000000000309CED4A606DE7FC0
JR東日本,西国分寺,中央本・武蔵野,線,東京都,国分寺市,-,○,4,4,4,基,4,基,10,基,6,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.69973,139.46593,00001B000000000309CE23264E32FFC0
JR東日本,西立川,青梅,線,東京都,立川市,-,○,1,1,2,基,2,基,1,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.70361,139.39316,00001B000000000309CE68A64914FFC0
JR東日本,東中神,青梅,線,東京都,昭島市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,35.70627,139.38459,00001B000000000309CE98A6487AFFC0
JR東日本,中神,青梅,線,東京都,昭島市,-,○,2,2,2,基,2,基,2,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,35.709,139.37571,00001B000000000309CECA2647DAFFC0
JR東日本,昭島,青梅,線,東京都,昭島市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.71322,139.36164,00001B000000000309CF15A646DDFFC0
JR東日本,拝島,青梅・八高・五日市,線,東京都,昭島市,-,○,3,3,3,基,3,基,6,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.72119,139.34347,00001B000000000309CFA52645967FC0
JR東日本,牛浜,青梅,線,東京都,福生市,-,○,1,1,1,基,1,基,1,基,-,基,-,基,-,箇所,-,箇所,○,○,-,○,○,-,○,35.73434,139.33379,00001B000000000309D0922644E87FC0
JR東日本,福生,青梅,線,東京都,福生市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.74249,139.32774,00001B000000000309D124A6447B7FC0
JR東日本,羽村,青梅,線,東京都,羽村市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.75794,139.3163,00001B000000000309D23AA643AD7FC0
JR東日本,小作,青梅,線,東京都,羽村市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.77605,139.30228,00001B000000000309D380A642B17FC0
JR東日本,河辺,青梅,線,東京都,青梅市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.78478,139.28406,00001B000000000309D41E2641697FC0
JR東日本,東青梅,青梅,線,東京都,青梅市,-,○,1,1,1,基,1,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,-,○,○,-,○,35.78981,139.27281,00001B000000000309D478A6409EFFC0
JR東日本,青梅,青梅,線,東京都,青梅市,-,○,1,1,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.79055,139.25813,00001B000000000309D485A63F967FC0
JR東日本,東秋留,五日市,線,東京都,あきる野市,-,○,1,1,1,基,1,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,-,○,○,-,○,35.72594,139.31168,00001B000000000309CFFAA6435A7FC0
JR東日本,秋川,五日市,線,東京都,あきる野市,-,○,2,2,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,-,-,○,○,-,○,35.72805,139.28675,00001B000000000309D020A64199FFC0
JR東日本,武蔵引田,五日市,線,東京都,あきる野市,-,○,1,1,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,-,○,○,-,○,35.72969,139.27008,00001B000000000309D03E26406D7FC0
JR東日本,武蔵増戸,五日市,線,東京都,あきる野市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,-,○,○,-,○,35.73096,139.25631,00001B000000000309D055263F75FFC0
JR東日本,武蔵五日市,五日市,線,東京都,あきる野市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.73215,139.22812,00001B000000000309D06AA63D7A7FC0
JR東日本,北八王子,八高,線,東京都,八王子市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.66927,139.3634,00001B000000000309CBFEA646FD7FC0
JR東日本,小宮,八高,線,東京都,八王子市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.68592,139.36844,00001B000000000309CD2AA64757FFC0
JR東日本,東福生,八高,線,東京都,福生市,-,-,1,1,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,-,○,○,-,○,35.745814,139.335946,00001B000000000309D160A6450F7FC0
JR東日本,箱根ケ崎,八高,線,東京都,瑞穂町,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.7717,139.34674,00001B000000000309D332A645D17FC0
JR東日本,金子,八高,線,埼玉県,入間市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.81081,139.32861,00001B000000000309D5F2A6448AFFC0
JR東日本,東飯能,八高,線,埼玉県,飯能市,-,○,1,1,1,基,1,基,1,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.85302,139.32613,00001B000000000309D8EA26445E7FC0
JR東日本,高麗川,八高・川越,線,埼玉県,日高市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.89637,139.33813,00001B000000000309DBF6A645367FC0
JR東日本,北朝霞,武蔵野,線,埼玉県,朝霞市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.81547,139.58723,00001B000000000309D6462656BA7FC0
JR東日本,西浦和,武蔵野,線,埼玉県,さいたま市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.84419,139.62777,00001B000000000309D84B265993FFC0
JR東日本,東浦和,武蔵野,線,埼玉県,さいたま市,-,○,2,2,2,基,2,基,4,基,2,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.86403,139.70447,00001B000000000309D9B0A65EF87FC0
JR東日本,東川口,武蔵野,線,埼玉県,川口市,-,○,1,1,1,基,1,基,3,基,2,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.87516,139.74403,00001B000000000309DA78A661C0FFC0
JR東日本,南越谷,武蔵野,線,埼玉県,越谷市,-,○,2,2,2,基,2,基,6,基,3,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.87604,139.79115,00001B000000000309DA88A66510FFC0
JR東日本,越谷レイクタウン,武蔵野,線,埼玉県,越谷市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.87611,139.82226,00001B000000000309DA89A66740FFC0
JR東日本,吉川,武蔵野,線,埼玉県,吉川市,-,○,2,2,2,基,2,基,4,基,2,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.87665,139.84324,00001B000000000309DA93A668BA7FC0
JR東日本,吉川美南,武蔵野,線,埼玉県,吉川市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.86809,139.85812,00001B000000000309D9F9A669C67FC0
JR東日本,新三郷,武蔵野,線,埼玉県,三郷市,-,○,2,2,4,基,4,基,2,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.85839,139.86954,00001B000000000309D94B266A93FFC0
JR東日本,三郷,武蔵野,線,埼玉県,三郷市,-,○,2,2,2,基,2,基,4,基,2,基,-,基,-,箇所,-,箇所,○,-,×,○,○,-,○,35.84484,139.88683,00001B000000000309D857266BCAFFC0
JR東日本,川口,京浜東北,線,埼玉県,川口市,-,○,1,1,1,基,1,基,2,基,1,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.80182,139.7175,00001B000000000309D550A65FE37FC0
JR東日本,西川口,京浜東北,線,埼玉県,川口市,-,○,1,1,1,基,1,基,2,基,1,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.81551,139.70436,00001B000000000309D647265EF67FC0
JR東日本,蕨,京浜東北,線,埼玉県,蕨市,-,○,1,1,1,基,1,基,1,基,1,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.82793,139.69042,00001B000000000309D726A65DFBFFC0
JR東日本,南浦和,京浜東北・武蔵野,線,埼玉県,さいたま市,-,○,4,4,4,基,4,基,4,基,2,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.84833,139.66861,00001B000000000309D895A65C72FFC0
JR東日本,浦和,東北・高崎・京浜東北,線,埼玉県,さいたま市,-,○,3,3,4,基,4,基,6,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.85856,139.65715,00001B000000000309D94E265BA4FFC0
JR東日本,北浦和,京浜東北,線,埼玉県,さいたま市,-,○,1,1,1,基,1,基,1,基,1,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.8722,139.64575,00001B000000000309DA43A65AD7FFC0
JR東日本,与野,京浜東北,線,埼玉県,さいたま市,-,○,1,1,1,基,1,基,2,基,1,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.88437,139.63899,00001B000000000309DB1EA65A5DFFC0
JR東日本,大宮,東北・高崎・埼京・京浜東北・東北新幹・上越新幹・北陸新幹・山形新幹・秋田新幹,線,埼玉県,さいたま市,-,○,10,10,14,基,10,基,43,基,3,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.90634,139.62428,00001B000000000309DCAA2659557FC0
JR東日本,大宮（新幹線）,東北新幹・上越新幹・北陸新幹・山形新幹・秋田新幹,線,埼玉県,さいたま市,-,○,3,3,6,基,3,基,12,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.90624,139.62304,00001B000000000309DCA826593EFFC0
JR東日本,東大宮,東北,線,埼玉県,さいたま市,-,○,1,1,1,基,1,基,2,基,1,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.94836,139.64026,00001B000000000309DF9E265A74FFC0
JR東日本,蓮田,東北,線,埼玉県,蓮田市,-,○,2,2,2,基,2,基,4,基,2,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.98116,139.65296,00001B000000000309E1ECA65B597FC0
JR東日本,白岡,東北,線,埼玉県,白岡市,-,○,2,2,2,基,2,基,4,基,2,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.01778,139.66688,00001B000000000309E480265C53FFC0
JR東日本,久喜,東北・東武伊勢崎,線,埼玉県,久喜市,-,○,2,2,2,基,2,基,4,基,2,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.06581,139.67738,00001B000000000309E7E0A65D10FFC0
JR東日本,栗橋,東北,線,埼玉県,久喜市,-,○,2,2,2,基,-,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.13571,139.69404,00001B000000000309ECCAA65E3CFFC0
JR東日本,古河,東北,線,茨城県,古河市,-,○,2,2,2,基,2,基,3,基,3,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.19441,139.70971,00001B000000000309F0EB265F56FFC0
JR東日本,野木,東北,線,栃木県,野木町,-,○,1,1,1,基,1,基,1,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.22991,139.73479,00001B000000000309F36A26611A7FC0
JR東日本,間々田,東北,線,栃木県,小山市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.25789,139.7611,00001B000000000309F5622662F3FFC0
JR東日本,小山,東北・両毛・水戸・東北新幹・山形新幹・秋田新幹,線,栃木県,小山市,-,○,6,6,8,基,6,基,6,基,1,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.31344,139.80663,00001B000000000309F949A666277FC0
JR東日本,小山（新幹線）,東北新幹・山形新幹・秋田新幹,線,栃木県,小山市,-,○,2,2,3,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.31354,139.80636,00001B000000000309F94BA666227FC0
JR東日本,小金井,東北,線,栃木県,下野市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.37449,139.84228,00001B000000000309FD94A668A97FC0
JR東日本,石橋,東北,線,栃木県,下野市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.43624,139.86651,00001B00000000030A01EC266A5D7FC0
JR東日本,雀宮,東北,線,栃木県,宇都宮市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.49391,139.87707,00001B00000000030A05FA266B1B7FC0
JR東日本,宇都宮,東北・日光・東北新幹・山形新幹・秋田新幹,線,栃木県,宇都宮市,-,○,5,5,8,基,6,基,12,基,1,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.55975,139.89874,00001B00000000030A0A9BA66CA17FC0
JR東日本,宇都宮（新幹線）,東北新幹・山形新幹・秋田新幹,線,栃木県,宇都宮市,-,○,2,2,4,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.55877,139.89809,00001B00000000030A0A89A66C95FFC0
JR東日本,岡本,東北,線,栃木県,宇都宮市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.59826,139.94425,00001B00000000030A0D50A66FD4FFC0
JR東日本,宝積寺,東北・烏山,線,栃木県,高根沢町,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.63163,139.97952,00001B00000000030A0FA926724F7FC0
JR東日本,氏家,東北,線,栃木県,さくら市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,○,○,○,-,○,36.68169,139.96211,00001B00000000030A132E267115FFC0
JR東日本,矢板,東北,線,栃木県,矢板市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.80662,139.93298,00001B00000000030A1BF7266F09FFC0
JR東日本,西那須野,東北,線,栃木県,那須塩原市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.88374,139.9864,00001B00000000030A21632672CB7FC0
JR東日本,那須塩原,東北・東北新幹・山形新幹・秋田新幹,線,栃木県,那須塩原市,-,○,4,4,6,基,4,基,6,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.93155,140.02106,00001B00000000030A24BFA6753B7FC0
JR東日本,那須塩原（新幹線）,東北新幹・山形新幹・秋田新幹,線,栃木県,那須塩原市,-,○,2,2,4,基,2,基,6,基,0,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.93169,140.02068,00001B00000000030A24C22675347FC0
JR東日本,黒磯,東北,線,栃木県,那須塩原市,-,○,3,3,3,基,3,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.97012,140.06015,00001B00000000030A27762677FAFFC0
JR東日本,東鷲宮,東北,線,埼玉県,久喜市,-,○,2,2,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.08964,139.6797,00001B000000000309E98DA65D3AFFC0
JR東日本,自治医大,東北,線,栃木県,下野市,-,○,1,1,1,基,1,基,1,基,1,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.39538,139.85451,00001B000000000309FF0CA669857FC0
JR東日本,土呂,東北,線,埼玉県,さいたま市,-,○,1,1,1,基,1,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.93191,139.6322,00001B000000000309DE762659E3FFC0
JR東日本,新白岡,東北,線,埼玉県,白岡市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,-,○,○,-,○,36.03825,139.67189,00001B000000000309E5F0A65CAE7FC0
JR東日本,戸田公園,埼京,線,埼玉県,戸田市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.80777,139.67835,00001B000000000309D5BBA65D227FC0
JR東日本,戸田,埼京,線,埼玉県,戸田市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.81759,139.66961,00001B000000000309D66CA65C84FFC0
JR東日本,北戸田,埼京,線,埼玉県,戸田市,-,○,1,1,1,基,1,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.82675,139.66144,00001B000000000309D711A65BF1FFC0
JR東日本,武蔵浦和,埼京・武蔵野,線,埼玉県,さいたま市,-,○,4,4,4,基,4,基,8,基,4,基,-,基,1,箇所,-,箇所,○,-,○,○,○,-,○,35.84544,139.64689,00001B000000000309D861A65AEC7FC0
JR東日本,中浦和,埼京,線,埼玉県,さいたま市,-,○,1,1,1,基,1,基,1,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.85382,139.63739,00001B000000000309D8F8A65A417FC0
JR東日本,南与野,埼京,線,埼玉県,さいたま市,-,○,1,1,1,基,1,基,2,基,1,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.86736,139.63106,00001B000000000309D9EC2659CF7FC0
JR東日本,与野本町,埼京,線,埼玉県,さいたま市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.88092,139.626,00001B000000000309DAE0A659747FC0
JR東日本,北与野,埼京,線,埼玉県,さいたま市,-,○,1,1,1,基,1,基,1,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.89068,139.62851,00001B000000000309DB902659A17FC0
JR東日本,日進,川越,線,埼玉県,さいたま市,-,○,2,2,2,基,2,基,2,基,2,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.93153,139.60606,00001B000000000309DE6FA6580D7FC0
JR東日本,西大宮,川越,線,埼玉県,さいたま市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.92196,139.5789,00001B000000000309DDC32656247FC0
JR東日本,指扇,川越,線,埼玉県,さいたま市,-,○,2,2,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.91696,139.56497,00001B000000000309DD692655297FC0
JR東日本,南古谷,川越,線,埼玉県,川越市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.90318,139.51916,00001B000000000309DC712651F0FFC0
JR東日本,川越,川越,線,埼玉県,川越市,-,○,2,2,3,基,2,基,4,基,2,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.90668,139.4832,00001B000000000309DCB0264F69FFC0
JR東日本,的場,川越,線,埼玉県,川越市,-,○,1,1,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,○,○,○,-,○,35.91754,139.43541,00001B000000000309DD73A64C0D7FC0
JR東日本,笠幡,川越,線,埼玉県,川越市,-,○,1,1,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.90758,139.40626,00001B000000000309DCC0264A00FFC0
JR東日本,武蔵高萩,川越,線,埼玉県,日高市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.90168,139.37112,00001B000000000309DC562647887FC0
JR東日本,鹿沼,日光,線,栃木県,鹿沼市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.57119,139.76299,00001B00000000030A0B69266315FFC0
JR東日本,さいたま新都心,東北・京浜東北,線,埼玉県,さいたま市,-,○,2,2,3,基,3,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.89359,139.6339,00001B000000000309DBC4A65A027FC0
JR東日本,宮原,高崎,線,埼玉県,さいたま市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,35.94053,139.60952,00001B000000000309DF11A6584B7FC0
JR東日本,上尾,高崎,線,埼玉県,上尾市,-,○,2,2,3,基,3,基,4,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,35.97302,139.58881,00001B000000000309E15A2656D6FFC0
JR東日本,桶川,高崎,線,埼玉県,桶川市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,1,箇所,-,箇所,○,-,○,○,○,-,○,35.99844,139.56421,00001B000000000309E323A6551BFFC0
JR東日本,北本,高崎,線,埼玉県,北本市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,36.03219,139.53356,00001B000000000309E5832652F47FC0
JR東日本,鴻巣,高崎,線,埼玉県,鴻巣市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,36.05924,139.50958,00001B000000000309E76A2651447FC0
JR東日本,吹上,高崎,線,埼玉県,鴻巣市,-,○,2,2,2,基,2,基,2,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,36.10288,139.4536,00001B000000000309EA7BA64D54FFC0
JR東日本,熊谷,高崎・上越新幹・北陸新幹,線,埼玉県,熊谷市,-,○,4,4,5,基,5,基,10,基,2,基,-,基,2,箇所,1,箇所,○,○,○,○,○,-,○,36.13981,139.38993,00001B000000000309ED14A648DAFFC0
JR東日本,熊谷（新幹線）,上越新幹・北陸新幹,線,埼玉県,熊谷市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.1395,139.38965,00001B000000000309ED0F2648D5FFC0
JR東日本,篭原,高崎,線,埼玉県,熊谷市,-,○,2,2,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.17442,139.33026,00001B000000000309EF83A644A8FFC0
JR東日本,深谷,高崎,線,埼玉県,深谷市,-,○,2,2,2,基,2,基,2,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,36.19134,139.28134,00001B000000000309F0B42641387FC0
JR東日本,岡部,高崎,線,埼玉県,深谷市,-,○,2,2,3,基,3,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.20573,139.23748,00001B000000000309F1B7263E22FFC0
JR東日本,本庄,高崎,線,埼玉県,本庄市,-,○,2,2,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.2363,139.18814,00001B000000000309F3DD263AAAFFC0
JR東日本,神保原,高崎,線,埼玉県,上里町,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.25362,139.14901,00001B000000000309F5152637EA7FC0
JR東日本,新町,高崎,線,群馬県,高崎市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,-,○,36.2731,139.10531,00001B000000000309F673A634D7FFC0
JR東日本,倉賀野,高崎,線,群馬県,高崎市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,-,○,36.30029,139.04943,00001B000000000309F85D2630E9FFC0
