鉄道事業者名,鉄道駅の名称,路線名,単位,都道府県,市,町村,段差への対応,プラットホームの数,段差が解消されているプラットホームの数,エレベーターの設置基数,単位,移動等円滑化基準に適合しているエレベーターの設置基数,単位,エスカレーターの設置基数,単位,移動等円滑化基準に適合しているエスカレーターの設置基数,単位,その他の昇降機の設置基数,単位,傾斜路の設置箇所数,単位,移動等円滑化基準に適合している傾斜路の設置箇所数,単位,視覚障害者誘導用ブロックの設置の有無,案内設備の設置の有無,障害者対応型便所の設置の有無,障害者対応型改札口の設置の有無,障害者対応型券売機の設置の有無,車いす使用者の円滑な乗降が可能なプラットホームの数,転落防止のための設備の設置の有無,緯度,経度,場所情報コード
JR東日本,新津,信越本・磐越西・羽越,線,新潟県,新潟市,-,○,3,3,3,基,3,基,3,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,37.8003,139.12121,00001B00000000030A61D52635F5FFC0
JR東日本,荻川,信越本,線,新潟県,新潟市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,37.83258,139.11163,00001B00000000030A641A2635497FC0
JR東日本,亀田,信越本,線,新潟県,新潟市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,37.87718,139.10824,00001B00000000030A673D26350C7FC0
JR東日本,越後石山,信越本,線,新潟県,新潟市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,-,○,○,-,○,37.89637,139.09547,00001B00000000030A6896A634267FC0
JR東日本,新潟,信越本・上越新幹・白新・越後,線,新潟県,新潟市,-,○,6,6,7,基,7,基,13,基,2,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,37.91225,139.06096,00001B00000000030A69B4A631B97FC0
JR東日本,新潟（新幹線）,上越新幹,線,新潟県,新潟市,-,○,2,2,2,基,2,基,11,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,37.91201,139.06175,00001B00000000030A69B02631C7FFC0
JR東日本,吉田,越後・弥彦,線,新潟県,燕市,-,-,3,3,-,基,-,基,-,基,-,基,-,基,1,箇所,-,箇所,○,-,×,○,○,-,-,37.68713,138.87857,00001B00000000030A59E02624E67FC0
JR東日本,巻,越後,線,新潟県,新潟市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,1,箇所,-,箇所,○,-,○,○,○,-,○,37.75699,138.8896,00001B00000000030A5EC9A625ACFFC0
JR東日本,内野,越後,線,新潟県,新潟市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,37.85832,138.93662,00001B00000000030A65E9A628FB7FC0
JR東日本,寺尾,越後,線,新潟県,新潟市,-,○,1,1,1,基,1,基,-,基,-,基,-,基,1,箇所,-,箇所,○,-,○,○,○,-,-,37.87902,138.97363,00001B00000000030A675E262B957FC0
JR東日本,小針,越後,線,新潟県,新潟市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,1,箇所,-,箇所,○,-,×,○,○,-,○,37.8895,138.99113,00001B00000000030A681B262CD07FC0
JR東日本,関屋,越後,線,新潟県,新潟市,-,○,1,1,1,基,1,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,37.90613,139.01515,00001B00000000030A6946262E80FFC0
JR東日本,白山,越後,線,新潟県,新潟市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,37.91186,139.02998,00001B00000000030A69AD262F8BFFC0
JR東日本,新潟大学前,越後,線,新潟県,新潟市,-,○,1,1,1,基,1,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,37.86919,138.95458,00001B00000000030A66AD262A3E7FC0
JR東日本,燕三条,弥彦・上越新幹,線,新潟県,三条市,-,-,3,3,4,基,4,基,5,基,-,基,-,基,1,箇所,1,箇所,○,-,○,○,○,-,○,37.64904,138.93943,00001B00000000030A5732A6292DFFC0
JR東日本,燕三条（新幹線）,上越新幹,線,新潟県,三条市,-,○,2,2,4,基,4,基,5,基,-,基,-,基,1,箇所,1,箇所,○,-,×,○,○,-,○,37.64772,138.93858,00001B00000000030A571AA6291E7FC0
JR東日本,茅野,中央,線,長野県,茅野市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,-,○,35.995,138.15176,00001B000000000309E2E625F1CBFFC0
JR東日本,上諏訪,中央,線,長野県,諏訪市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,×,○,○,-,○,36.04676,138.11627,00001B000000000309E689A5EF4CFFC0
JR東日本,下諏訪,中央,線,長野県,下諏訪町,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.07197,138.08499,00001B000000000309E84F25ED19FFC0
JR東日本,岡谷,中央,線,長野県,岡谷市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.05676,138.04512,00001B000000000309E73DA5EA4C7FC0
JR東日本,塩尻,中央,線,長野県,塩尻市,-,○,3,3,3,基,3,基,-,基,-,基,-,基,2,箇所,-,箇所,○,○,○,○,○,-,○,36.1148,137.94788,00001B000000000309EB5225E375FFC0
JR東日本,佐久平,小海・北陸新幹,線,長野県,佐久市,-,○,3,3,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,36.27757,138.46331,00001B000000000309F6C42607B3FFC0
JR東日本,佐久平（新幹線）,北陸新幹,線,長野県,佐久市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.27815,138.46465,00001B000000000309F6CEA607CBFFC0
JR東日本,小諸,小海,線,長野県,小諸市,-,-,1,1,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,-,○,○,-,○,36.32587,138.42263,00001B000000000309FA29A604D77FC0
JR東日本,広丘,篠ノ井,線,長野県,塩尻市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,-,○,○,-,○,36.14793,137.94959,00001B000000000309EDA6A5E394FFC0
JR東日本,村井,篠ノ井,線,長野県,松本市,-,-,1,1,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,-,○,36.1743,137.95605,00001B000000000309EF8125E408FFC0
JR東日本,南松本,篠ノ井,線,長野県,松本市,-,-,1,1,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,-,○,36.21068,137.9696,00001B000000000309F21025E4FCFFC0
JR東日本,松本,篠ノ井・大糸,線,長野県,松本市,-,○,4,4,4,基,4,基,6,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.23027,137.96463,00001B000000000309F370A5E4A37FC0
JR東日本,篠ノ井,信越,線,長野県,長野市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,×,○,○,-,○,36.57711,138.13813,00001B00000000030A0BD3A5F0D67FC0
JR東日本,今井,信越,線,長野県,長野市,-,○,2,2,-,基,-,基,-,基,-,基,1,基,2,箇所,-,箇所,○,-,-,○,○,-,○,36.59488,138.14508,00001B00000000030A0D13A5F1537FC0
JR東日本,川中島,信越,線,長野県,長野市,-,-,1,1,-,基,-,基,-,基,-,基,-,基,1,箇所,-,箇所,○,-,×,○,○,-,○,36.61406,138.15072,00001B00000000030A0E6D25F1B8FFC0
JR東日本,長野,信越・北陸新幹,線,長野県,長野市,-,○,5,5,3,基,3,基,2,基,0,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.64346,138.18885,00001B00000000030A107E25F4677FC0
JR東日本,長野（新幹線）,北陸新幹,線,長野県,長野市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.64281,138.18887,00001B00000000030A1072A5F467FFC0
JR東日本,飯山（新幹線）,北陸新幹,線,長野県,飯山市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.84525,138.35897,00001B00000000030A1EAEA6005DFFC0
JR東日本,上越妙高,北陸新幹,線,新潟県,上越市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,37.081599,138.248231,00001B00000000030A2F4CA5F8947FC0
JR東日本,本庄早稲田,上越新幹,線,埼玉県,本庄市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.21869,139.17973,00001B000000000309F2A0263A137FC0
JR東日本,軽井沢,北陸新幹,線,長野県,軽井沢町,-,○,2,2,2,基,2,基,4,基,-,基,-,基,4,箇所,4,箇所,○,○,○,○,○,-,○,36.3426,138.63498,00001B000000000309FB56A613C5FFC0
JR東日本,上田,北陸新幹,線,長野県,上田市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,36.39614,138.25023,00001B000000000309FF1AA5F8B87FC0
JR東日本,太子堂,東北・常磐,線,宮城県,仙台市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,38.21775,140.88373,00001B00000000030A7F2FA6B1E37FC0
JR東日本,東北福祉大前,仙山,線,宮城県,仙台市,-,○,1,1,1,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,38.28043,140.84283,00001B00000000030A8397A6AF02FFC0
東海旅客鉄道,函南,東海道本線,線,静岡県,田方郡,函南町,○,1,1,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,35.10877,138.97123,00001B000000000309A495A62B6A7FC0
東海旅客鉄道,三島,東海道本線・東海道新幹線,線,静岡県,三島市,-,○,3,3,4,基,4,基,7,基,-,基,1,基,-,箇所,-,箇所,○,○,○,○,○,3,○,35.126778,138.910299,00001B000000000309A5DA2627217FC0
東海旅客鉄道,三島（新幹線）,東海道新幹線,線,静岡県,三島市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,35.1267,138.90968,00001B000000000309A5D8A627167FC0
東海旅客鉄道,沼津,東海道本線・御殿場線,線,静岡県,沼津市,-,○,3,3,5,基,5,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,3,○,35.103026,138.859302,00001B000000000309A42E26238B7FC0
東海旅客鉄道,片浜,東海道本線,線,静岡県,沼津市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,35.11824,138.81896,00001B000000000309A5402620B57FC0
東海旅客鉄道,原,東海道本線,線,静岡県,沼津市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,1,○,35.12494,138.79334,00001B000000000309A5B8A61EE87FC0
東海旅客鉄道,吉原,東海道本線,線,静岡県,富士市,-,○,1,1,3,基,3,基,-,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,1,○,35.14388,138.70264,00001B000000000309A70DA61887FFC0
東海旅客鉄道,富士,東海道本線・身延線,線,静岡県,富士市,-,○,3,3,3,基,3,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,3,○,35.15127,138.65209,00001B000000000309A792A614F9FFC0
東海旅客鉄道,新蒲原,東海道本線,線,静岡県,静岡市,清水区,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,2,○,35.1194,138.60808,00001B000000000309A5552611E1FFC0
東海旅客鉄道,由比,東海道本線,線,静岡県,静岡市,清水区,-,3,3,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,1,○,35.09712,138.55282,00001B000000000309A3C4260DFEFFC0
東海旅客鉄道,興津,東海道本線,線,静岡県,静岡市,清水区,○,2,2,2,基,2,基,-,基,-,基,-,基,2,箇所,2,箇所,○,○,○,○,○,2,○,35.05252,138.52191,00001B000000000309A0A1260BD27FC0
東海旅客鉄道,清水,東海道本線,線,静岡県,静岡市,清水区,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,35.0234,138.4891,00001B0000000003099E95260983FFC0
東海旅客鉄道,草薙,東海道本線,線,静岡県,静岡市,清水区,○,2,2,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,35.00221,138.44089,00001B0000000003099D17A606207FC0
東海旅客鉄道,東静岡,東海道本線,線,静岡県,静岡市,葵区,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,34.98389,138.41265,00001B0000000003099BCE260423FFC0
東海旅客鉄道,静岡,東海道本線・東海道新幹線,線,静岡県,静岡市,葵区,○,4,4,5,基,5,基,11,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,4,○,34.971708,138.389163,00001B0000000003099AF2A6027CFFC0
東海旅客鉄道,静岡（新幹線）,東海道新幹線,線,静岡県,静岡市,葵区,○,2,2,3,基,3,基,6,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.97171,138.3896,00001B0000000003099AF2A60284FFC0
東海旅客鉄道,安倍川,東海道本線,線,静岡県,静岡市,駿河区,○,2,2,2,基,2,基,-,基,-,基,-,基,0,箇所,0,箇所,○,○,○,○,○,2,○,34.94096,138.36409,00001B00000000030998C92600B9FFC0
東海旅客鉄道,用宗,東海道本線,線,静岡県,静岡市,駿河区,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,34.92188,138.35932,00001B0000000003099771A60063FFC0
東海旅客鉄道,焼津,東海道本線,線,静岡県,焼津市,-,○,1,1,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,34.87228,138.31848,00001B00000000030993F525FD84FFC0
東海旅客鉄道,西焼津,東海道本線,線,静岡県,焼津市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.85981,138.2856,00001B0000000003099314A5FB34FFC0
東海旅客鉄道,藤枝,東海道本線,線,静岡県,藤枝市,-,-,2,2,1,基,1,基,2,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,2,○,34.84957,138.25287,00001B000000000309925C25F8E7FFC0
東海旅客鉄道,六合,東海道本線,線,静岡県,島田市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,2,箇所,2,箇所,○,○,○,○,○,2,○,34.83641,138.20358,00001B000000000309916F25F5707FC0
東海旅客鉄道,島田,東海道本線,線,静岡県,島田市,-,○,2,2,2,基,2,基,1,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.83015,138.17343,00001B00000000030990FEA5F351FFC0
東海旅客鉄道,金谷,東海道本線,線,静岡県,島田市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.81923,138.12582,00001B000000000309903A25EFF8FFC0
東海旅客鉄道,菊川,東海道本線,線,静岡県,菊川市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.76176,138.08567,00001B0000000003098C2FA5ED267FC0
東海旅客鉄道,掛川,東海道本線・東海道新幹線,線,静岡県,掛川市,-,○,4,4,5,基,5,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,4,○,34.769303,138.0148,00001B0000000003098CB725E82A7FC0
東海旅客鉄道,掛川（新幹線）,東海道新幹線,線,静岡県,掛川市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.76914,138.01514,00001B0000000003098CB4A5E830FFC0
東海旅客鉄道,愛野,東海道本線,線,静岡県,袋井市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,34.75245,137.96185,00001B0000000003098B8825E4717FC0
東海旅客鉄道,袋井,東海道本線,線,静岡県,袋井市,-,○,1,1,1,基,1,基,1,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,34.74144,137.926,00001B0000000003098AC1A5E1EC7FC0
東海旅客鉄道,磐田,東海道本線,線,静岡県,磐田市,-,○,1,1,1,基,1,基,1,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,34.71021,137.85227,00001B000000000309888FA5DCBCFFC0
東海旅客鉄道,豊田町,東海道本線,線,静岡県,磐田市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.71209,137.8198,00001B00000000030988B1A5DA747FC0
東海旅客鉄道,天竜川,東海道本線,線,静岡県,浜松市,東区,-,2,2,-,基,-,基,-,基,-,基,1,基,-,箇所,-,箇所,○,-,×,○,○,2,○,34.71706,137.77941,00001B000000000309890B25D79D7FC0
東海旅客鉄道,浜松,東海道本線・東海道新幹線,線,静岡県,浜松市,中区,○,4,4,5,基,5,基,11,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,4,○,34.703595,137.73459,00001B0000000003098818A5D476FFC0
東海旅客鉄道,浜松（新幹線）,東海道新幹線,線,静岡県,浜松市,中区,○,2,2,3,基,3,基,6,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,2,○,34.70388,137.73557,00001B000000000309881DA5D4887FC0
東海旅客鉄道,高塚,東海道本線,線,静岡県,浜松市,南区,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,2,○,34.69042,137.68134,00001B000000000309872BA5D0B87FC0
東海旅客鉄道,舞阪,東海道本線,線,静岡県,浜松市,西区,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.68569,137.62633,00001B00000000030986D625CCD9FFC0
東海旅客鉄道,新居町,東海道本線,線,静岡県,湖西市,-,○,2,2,3,基,3,基,-,基,-,基,-,基,2,箇所,2,箇所,○,○,○,○,○,1,○,34.69428,137.56899,00001B000000000309877125C8D1FFC0
東海旅客鉄道,鷲津,東海道本線,線,静岡県,湖西市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,2,箇所,2,箇所,○,○,○,○,○,2,○,34.71677,137.54619,00001B0000000003098905A5C7377FC0
東海旅客鉄道,新所原,東海道本線,線,静岡県,湖西市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.72326,137.48446,00001B000000000309897AA5C2E07FC0
東海旅客鉄道,二川,東海道本線,線,愛知県,豊橋市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.72579,137.43887,00001B00000000030989A825BFABFFC0
東海旅客鉄道,豊橋,東海道本線・飯田線・東海道新幹線・名古屋本線,線,愛知県,豊橋市,-,○,5,5,5,基,5,基,6,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,5,○,34.76228,137.38254,00001B0000000003098C3925BBB5FFC0
東海旅客鉄道,豊橋,東海道本線・飯田線・東海道新幹線,線,愛知県,豊橋市,-,○,5,5,5,基,5,基,6,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,5,○,34.76228,137.38254,00001B0000000003098C3925BBB5FFC0
東海旅客鉄道,豊橋（新幹線）,東海道新幹線,線,愛知県,豊橋市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.76289,137.38115,00001B0000000003098C4425BB9CFFC0
東海旅客鉄道,三河三谷,東海道本線,線,愛知県,蒲郡市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,1,箇所,-,箇所,○,-,×,○,○,2,○,34.81851,137.24803,00001B000000000309902D25B240FFC0
東海旅客鉄道,蒲郡,東海道本線,線,愛知県,蒲郡市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.82273,137.22738,00001B000000000309907925B0CCFFC0
東海旅客鉄道,幸田,東海道本線,線,愛知県,額田郡,幸田町,○,1,1,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,34.85967,137.16447,00001B000000000309931225AC607FC0
東海旅客鉄道,岡崎,東海道本線・愛知環状鉄道,線,愛知県,岡崎市,-,○,3,3,3,基,3,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,3,○,34.92535,137.15727,00001B00000000030997B025ABDEFFC0
東海旅客鉄道,岡崎,東海道本線,線,愛知県,岡崎市,-,○,3,3,3,基,3,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,3,○,34.92535,137.15727,00001B00000000030997B025ABDEFFC0
東海旅客鉄道,西岡崎,東海道本線,線,愛知県,岡崎市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,-,○,○,2,○,34.94662,137.12316,00001B000000000309992F25A978FFC0
東海旅客鉄道,安城,東海道本線,線,愛知県,安城市,-,○,2,2,2,基,2,基,1,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.96047,137.08635,00001B0000000003099A2825A6E27FC0
東海旅客鉄道,三河安城,東海道本線,線,愛知県,安城市,-,○,4,4,4,基,4,基,4,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,4,○,34.97028,137.06142,00001B0000000003099AD925A521FFC0
東海旅客鉄道,三河安城（新幹線）,東海道新幹線,線,愛知県,安城市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,2,○,34.96904,137.0603,00001B0000000003099AC2A5A50D7FC0
東海旅客鉄道,東刈谷,東海道本線,線,愛知県,刈谷市,-,○,2,2,4,基,4,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.97736,137.04363,00001B0000000003099B5825A3E17FC0
東海旅客鉄道,野田新町,東海道本線,線,愛知県,刈谷市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.98351,137.02816,00001B0000000003099BC725A2CAFFC0
東海旅客鉄道,刈谷,東海道本線,線,愛知県,刈谷市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.99081,137.00971,00001B0000000003099C4AA5A17EFFC0
東海旅客鉄道,逢妻,東海道本線,線,愛知県,刈谷市,-,○,2,2,2,基,2,基,-,基,-,基,1,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.99824,136.99054,00001B0000000003099CD025A025FFC0
東海旅客鉄道,大府,東海道本線・武豊線,線,愛知県,大府市,-,○,3,3,3,基,3,基,3,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,3,○,35.008676,136.961801,00001B0000000003099D8C259E207FC0
東海旅客鉄道,共和,東海道本線,線,愛知県,大府市,-,○,2,2,2,基,2,基,2,基,2,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,35.03536,136.95458,00001B0000000003099F6C259D9E7FC0
東海旅客鉄道,南大高,東海道本線,線,愛知県,名古屋市,緑区,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,35.05446,136.94872,00001B000000000309A0C4259D34FFC0
東海旅客鉄道,大高,東海道本線,線,愛知県,名古屋市,緑区,○,1,1,1,基,1,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,35.0691,136.94028,00001B000000000309A1CBA59C9D7FC0
東海旅客鉄道,笠寺,東海道本線,線,愛知県,名古屋市,南区,○,3,3,3,基,3,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,3,○,35.0951,136.92634,00001B000000000309A39FA59BA27FC0
東海旅客鉄道,熱田,東海道本線,線,愛知県,名古屋市,熱田区,○,2,2,3,基,3,基,-,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,2,○,35.12991,136.91064,00001B000000000309A612259A87FFC0
東海旅客鉄道,尾頭橋,東海道本線,線,愛知県,名古屋市,中川区,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,35.14703,136.89098,00001B000000000309A746A59925FFC0
東海旅客鉄道,名古屋,東海道本線・関西本線・東海道新幹線,線,愛知県,名古屋市,中村区,○,8,8,8,基,8,基,22,基,-,基,-,基,4,箇所,3,箇所,○,○,○,○,○,8,○,35.17131,136.8822,00001B000000000309A8FBA59887FFC0
東海旅客鉄道,名古屋（新幹線）,東海道新幹線,線,愛知県,名古屋市,中村区,○,2,2,2,基,2,基,12,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,2,○,35.17048,136.88103,00001B000000000309A8ECA59872FFC0
東海旅客鉄道,枇杷島,東海道本線・城北,線,愛知県,清須市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,35.19966,136.86135,00001B000000000309AAF9A597107FC0
東海旅客鉄道,枇杷島,東海道本線,線,愛知県,清須市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,35.19966,136.86135,00001B000000000309AAF9A597107FC0
東海旅客鉄道,清洲,東海道本線,線,愛知県,稲沢市,-,○,1,1,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,35.22542,136.83452,00001B000000000309ACC9A5952D7FC0
東海旅客鉄道,稲沢,東海道本線,線,愛知県,稲沢市,-,○,1,1,1,基,1,基,1,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,35.25304,136.82096,00001B000000000309AEBAA594397FC0
東海旅客鉄道,尾張一宮,東海道本線,線,愛知県,一宮市,-,○,2,2,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,35.302,136.79738,00001B000000000309B22C259290FFC0
東海旅客鉄道,木曽川,東海道本線,線,愛知県,一宮市,-,○,1,1,1,基,1,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,35.34807,136.78117,00001B000000000309B56925916D7FC0
東海旅客鉄道,岐阜,東海道本線・高山本線,線,岐阜県,岐阜市,-,-,3,3,3,基,3,基,14,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,3,○,35.40954,136.75653,00001B000000000309B9BBA58FB1FFC0
東海旅客鉄道,西岐阜,東海道本線,線,岐阜県,岐阜市,-,○,1,1,1,基,1,基,-,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,1,○,35.40453,136.72326,00001B000000000309B961A58D5AFFC0
東海旅客鉄道,穂積,東海道本線,線,岐阜県,瑞穂市,-,○,1,1,1,基,1,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,35.39627,136.69364,00001B000000000309B8CCA58B45FFC0
東海旅客鉄道,大垣,東海道本線・樽見鉄道,線,岐阜県,大垣市,-,○,3,3,3,基,3,基,6,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,3,○,35.36709,136.61826,00001B000000000309B6BFA585F8FFC0
東海旅客鉄道,大垣,東海道本線,線,岐阜県,大垣市,-,○,3,3,3,基,3,基,6,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,3,○,35.36709,136.61826,00001B000000000309B6BFA585F8FFC0
東海旅客鉄道,垂井,東海道本線,線,岐阜県,不破郡,垂井町,○,2,2,2,基,2,基,1,基,1,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,35.36955,136.53096,00001B000000000309B6EBA57FD57FC0
